,Molecule-Batch ID,SMDC_ID_Lot,name,collection,plate,well
1485,AVI-0002772-001,SMDC-960044-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K08
1486,AVI-0002790-001,SMDC-957814-1,1334,SMDC Monophore,SMDC-MPHORE-384-5-02,K09
1487,AVI-0002872-001,SMDC-960045-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K10
1488,AVI-0002857-001,SMDC-957815-1,1335,SMDC Monophore,SMDC-MPHORE-384-5-02,K11
1489,AVI-0002736-001,SMDC-960046-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K12
1490,AVI-0002870-001,SMDC-957816-1,1336,SMDC Monophore,SMDC-MPHORE-384-5-02,K13
1491,AVI-0002924-001,SMDC-960047-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K14
1492,AVI-0002740-001,SMDC-957817-1,1337,SMDC Monophore,SMDC-MPHORE-384-5-02,K15
1493,AVI-0002810-001,SMDC-960048-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K16
1494,AVI-0002986-001,SMDC-957818-1,1338,SMDC Monophore,SMDC-MPHORE-384-5-02,K17
1495,AVI-0002935-001,SMDC-960049-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K18
1496,AVI-0002920-001,SMDC-957819-1,1339,SMDC Monophore,SMDC-MPHORE-384-5-02,K19
1497,AVI-0002738-001,SMDC-960050-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K20
1498,AVI-0002947-001,SMDC-957820-1,1340,SMDC Monophore,SMDC-MPHORE-384-5-02,K21
1499,AVI-0002915-001,SMDC-960051-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,K22
1500,AVI-0002746-001,SMDC-966843-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L03
1501,AVI-0002791-001,SMDC-966947-2,,SMDC Monophore,SMDC-MPHORE-384-5-02,L04
1502,AVI-0002993-001,SMDC-966844-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L05
1503,AVI-0002887-001,SMDC-966948-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L06
1504,AVI-0002747-001,SMDC-966845-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L07
1505,AVI-0002923-001,SMDC-966949-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L08
1506,AVI-0002709-001,SMDC-966846-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L09
1507,AVI-0002954-001,SMDC-966950-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L10
1508,AVI-0002800-001,SMDC-966847-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L11
1509,AVI-0002898-001,SMDC-966951-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L12
1510,AVI-0002948-001,SMDC-966848-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L13
1511,AVI-0002844-001,SMDC-966952-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L14
1512,AVI-0002929-001,SMDC-966849-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L15
1513,AVI-0003004-001,SMDC-966953-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L16
1514,AVI-0002788-001,SMDC-966850-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L17
1515,AVI-0002761-001,SMDC-966954-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L18
1516,AVI-0002757-001,SMDC-966851-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,L19
1517,AVI-0002938-001,SMDC-966955-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L20
1518,AVI-0002884-001,SMDC-957832-2,,SMDC Monophore,SMDC-MPHORE-384-5-02,L21
1519,AVI-0002792-001,SMDC-966956-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,L22
1520,AVI-0002949-001,SMDC-957821-1,1341,SMDC Monophore,SMDC-MPHORE-384-5-02,M03
1521,AVI-0002782-001,SMDC-960052-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M04
1522,AVI-0002730-001,SMDC-957822-1,1342,SMDC Monophore,SMDC-MPHORE-384-5-02,M05
1523,AVI-0002783-001,SMDC-960053-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M06
1524,AVI-0002849-001,SMDC-957823-1,1343,SMDC Monophore,SMDC-MPHORE-384-5-02,M07
1525,AVI-0002760-001,SMDC-960054-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M08
1526,AVI-0002941-001,SMDC-957824-1,1344,SMDC Monophore,SMDC-MPHORE-384-5-02,M09
1527,AVI-0002812-001,SMDC-960055-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M10
1528,AVI-0002797-001,SMDC-957825-1,1345,SMDC Monophore,SMDC-MPHORE-384-5-02,M11
1529,AVI-0002813-001,SMDC-960056-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M12
1530,AVI-0002724-001,SMDC-957826-1,1346,SMDC Monophore,SMDC-MPHORE-384-5-02,M13
1531,AVI-0002780-001,SMDC-960057-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M14
1532,AVI-0002711-001,SMDC-957827-1,1347,SMDC Monophore,SMDC-MPHORE-384-5-02,M15
1533,AVI-0002750-001,SMDC-960058-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M16
1534,AVI-0002707-001,SMDC-957828-1,1348,SMDC Monophore,SMDC-MPHORE-384-5-02,M17
1535,AVI-0002807-001,SMDC-960059-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M18
1536,AVI-0002815-001,SMDC-957829-1,1349,SMDC Monophore,SMDC-MPHORE-384-5-02,M19
1537,AVI-0002868-001,SMDC-960060-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M20
1538,AVI-0002727-001,SMDC-957830-1,1350,SMDC Monophore,SMDC-MPHORE-384-5-02,M21
1539,AVI-0002777-001,SMDC-960061-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,M22
1540,AVI-0002779-001,SMDC-957837-2,,SMDC Monophore,SMDC-MPHORE-384-5-02,N03
1541,AVI-0002900-001,SMDC-966957-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N04
1542,AVI-0002801-001,SMDC-966852-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N05
1543,AVI-0002972-001,SMDC-966958-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N06
1544,AVI-0002850-001,SMDC-966853-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N07
1545,AVI-0002764-001,SMDC-966959-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N08
1546,AVI-0002959-001,SMDC-966854-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N09
1547,AVI-0002922-001,SMDC-966960-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N10
1548,AVI-0002990-001,SMDC-966855-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N11
1549,AVI-0002950-001,SMDC-966961-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N12
1550,AVI-0002705-001,SMDC-966856-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N13
1551,AVI-0002821-001,SMDC-966962-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N14
1552,AVI-0003000-001,SMDC-966857-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N15
1553,AVI-0002937-001,SMDC-966963-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N16
1554,AVI-0002848-001,SMDC-966858-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N17
1555,AVI-0002756-001,SMDC-966964-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N18
1556,AVI-0002712-001,SMDC-966859-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N19
1557,AVI-0002962-001,SMDC-966965-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N20
1558,AVI-0002833-001,SMDC-966860-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,N21
1559,AVI-0002762-001,SMDC-966966-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,N22
1560,AVI-0002723-002,SMDC-957831-1,1351,SMDC Monophore,SMDC-MPHORE-384-5-02,O03
1561,AVI-0002951-001,SMDC-960062-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O04
1562,AVI-0002884-002,SMDC-957832-1,1352,SMDC Monophore,SMDC-MPHORE-384-5-02,O05
1563,AVI-0002851-001,SMDC-960063-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O06
1564,AVI-0002769-002,SMDC-957833-1,1353,SMDC Monophore,SMDC-MPHORE-384-5-02,O07
1565,AVI-0002715-001,SMDC-960064-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O08
1566,AVI-0002751-002,SMDC-957834-1,1354,SMDC Monophore,SMDC-MPHORE-384-5-02,O09
1567,AVI-0002942-001,SMDC-960065-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O10
1568,AVI-0002820-001,SMDC-957835-1,1355,SMDC Monophore,SMDC-MPHORE-384-5-02,O11
1569,AVI-0002983-001,SMDC-960066-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O12
1570,AVI-0002778-001,SMDC-957836-1,1356,SMDC Monophore,SMDC-MPHORE-384-5-02,O13
1571,AVI-0002945-001,SMDC-957997-3,,SMDC Monophore,SMDC-MPHORE-384-5-02,O14
1572,AVI-0002779-002,SMDC-957837-1,1357,SMDC Monophore,SMDC-MPHORE-384-5-02,O15
1573,AVI-0002733-001,SMDC-958001-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O16
1574,AVI-0002960-002,SMDC-957838-1,1358,SMDC Monophore,SMDC-MPHORE-384-5-02,O17
1575,AVI-0002873-001,SMDC-957998-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O18
1576,AVI-0002719-001,SMDC-957839-1,1359,SMDC Monophore,SMDC-MPHORE-384-5-02,O19
1577,AVI-0002786-001,SMDC-957999-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O20
1578,AVI-0002721-002,SMDC-957840-1,1360,SMDC Monophore,SMDC-MPHORE-384-5-02,O21
1579,AVI-0002714-001,SMDC-958002-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,O22
1580,AVI-0002769-001,SMDC-957833-2,,SMDC Monophore,SMDC-MPHORE-384-5-02,P03
1581,AVI-0002773-001,SMDC-966967-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P04
1582,AVI-0002960-001,SMDC-957838-2,,SMDC Monophore,SMDC-MPHORE-384-5-02,P05
1583,AVI-0002748-001,SMDC-966968-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P06
1584,AVI-0002966-001,SMDC-966861-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P07
1585,AVI-0002879-001,SMDC-966969-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P08
1586,AVI-0002980-001,SMDC-966862-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P09
1587,AVI-0002713-001,SMDC-966970-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P10
1588,AVI-0002789-001,SMDC-966863-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P11
1589,AVI-0002910-001,SMDC-966971-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P12
1590,AVI-0002961-001,SMDC-966864-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P13
1591,AVI-0002977-001,SMDC-966972-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P14
1592,AVI-0002798-001,SMDC-966865-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P15
1593,AVI-0002903-001,SMDC-966973-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P16
1594,AVI-0002768-001,SMDC-966866-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P17
1595,AVI-0002838-001,SMDC-966974-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P18
1596,AVI-0002745-001,SMDC-966867-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P19
1597,AVI-0002944-001,SMDC-966975-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P20
1598,AVI-0002753-001,SMDC-966868-1,,SMDC Monophore,SMDC-MPHORE-384-5-02,P21
1599,AVI-0002876-001,SMDC-966976-1,95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-5-02,P22
1600,AVI-0003005-001,SMDC-993881-1,DT95-499-34,SMDC Monophore,SMDC-MPHORE-384-6-01,A03
1601,AVI-0003079-001,SMDC-994438-1,DT95-586-3,SMDC Monophore,SMDC-MPHORE-384-6-01,A04
1602,AVI-0003006-001,SMDC-993793-1,DT95-481,SMDC Monophore,SMDC-MPHORE-384-6-01,A05
1603,AVI-0003080-001,SMDC-994437-1,DT95-586-2,SMDC Monophore,SMDC-MPHORE-384-6-01,A06
1604,AVI-0003007-001,SMDC-993803-1,DT95-480-37,SMDC Monophore,SMDC-MPHORE-384-6-01,A07
1605,AVI-0003081-001,SMDC-994436-1,DT95-586-1,SMDC Monophore,SMDC-MPHORE-384-6-01,A08
1606,AVI-0003008-001,SMDC-993801-1,DT95-480-29,SMDC Monophore,SMDC-MPHORE-384-6-01,A09
1607,AVI-0003082-001,SMDC-994476-1,DT95-586-46,SMDC Monophore,SMDC-MPHORE-384-6-01,A10
1608,AVI-0003009-001,SMDC-993800-1,DT95-480-26,SMDC Monophore,SMDC-MPHORE-384-6-01,A11
1609,AVI-0003083-001,SMDC-994475-1,DT95-586-45,SMDC Monophore,SMDC-MPHORE-384-6-01,A12
1610,AVI-0003010-001,SMDC-993799-1,DT95-480-23,SMDC Monophore,SMDC-MPHORE-384-6-01,A13
1611,AVI-0003084-001,SMDC-994474-1,DT95-586-44,SMDC Monophore,SMDC-MPHORE-384-6-01,A14
1612,AVI-0003011-001,SMDC-993805-1,DT95-480-42,SMDC Monophore,SMDC-MPHORE-384-6-01,A15
1613,AVI-0003085-001,SMDC-994473-1,DT95-586-42,SMDC Monophore,SMDC-MPHORE-384-6-01,A16
1614,AVI-0003012-001,SMDC-993802-1,DT95-480-31,SMDC Monophore,SMDC-MPHORE-384-6-01,A17
1615,AVI-0003086-001,SMDC-994472-1,DT95-586-41,SMDC Monophore,SMDC-MPHORE-384-6-01,A18
1616,AVI-0003013-001,SMDC-993804-1,DT95-480-41,SMDC Monophore,SMDC-MPHORE-384-6-01,A19
1617,AVI-0003087-001,SMDC-994471-1,DT95-586-39,SMDC Monophore,SMDC-MPHORE-384-6-01,A20
1618,AVI-0003014-001,SMDC-993792-1,DT95-479-42,SMDC Monophore,SMDC-MPHORE-384-6-01,A21
1619,AVI-0003088-001,SMDC-994470-1,DT95-586-38,SMDC Monophore,SMDC-MPHORE-384-6-01,A22
1620,AVI-0003159-001,SMDC-994776-1,DT95-captopril-A02,SMDC Monophore,SMDC-MPHORE-384-6-01,B03
1621,AVI-0003160-001,SMDC-994784-1,DT95-captopril-B04,SMDC Monophore,SMDC-MPHORE-384-6-01,B05
1622,AVI-0003161-001,SMDC-994792-1,DT95-captopril-C07,SMDC Monophore,SMDC-MPHORE-384-6-01,B07
1623,AVI-0003162-001,SMDC-994800-1,DT95-captopril-D05,SMDC Monophore,SMDC-MPHORE-384-6-01,B09
1624,AVI-0003163-001,SMDC-994808-1,DT95-captopril-E02,SMDC Monophore,SMDC-MPHORE-384-6-01,B11
1625,AVI-0003164-001,SMDC-994816-1,DT95-captopril-F04,SMDC Monophore,SMDC-MPHORE-384-6-01,B13
1626,AVI-0003165-001,SMDC-994824-1,DT95-captopril-G07,SMDC Monophore,SMDC-MPHORE-384-6-01,B15
1627,AVI-0003166-001,SMDC-994832-1,DT95-captopril-H04,SMDC Monophore,SMDC-MPHORE-384-6-01,B17
1628,AVI-0003167-001,SMDC-994519-1,DT95-602b,SMDC Monophore,SMDC-MPHORE-384-6-01,B19
1629,AVI-0003168-001,SMDC-994617-1,DT95-623-4,SMDC Monophore,SMDC-MPHORE-384-6-01,B21
1630,AVI-0003015-001,SMDC-993791-1,DT95-479-41,SMDC Monophore,SMDC-MPHORE-384-6-01,C03
1631,AVI-0003089-001,SMDC-994469-1,DT95-586-37,SMDC Monophore,SMDC-MPHORE-384-6-01,C04
1632,AVI-0003016-001,SMDC-993790-1,DT95-479-37,SMDC Monophore,SMDC-MPHORE-384-6-01,C05
1633,AVI-0003090-001,SMDC-994468-1,DT95-586-36,SMDC Monophore,SMDC-MPHORE-384-6-01,C06
1634,AVI-0003017-001,SMDC-993787-1,DT95-479-31,SMDC Monophore,SMDC-MPHORE-384-6-01,C07
1635,AVI-0003091-001,SMDC-994467-1,DT95-586-35,SMDC Monophore,SMDC-MPHORE-384-6-01,C08
1636,AVI-0003018-001,SMDC-993789-1,DT95-479-29,SMDC Monophore,SMDC-MPHORE-384-6-01,C09
1637,AVI-0003092-001,SMDC-994466-1,DT95-586-34,SMDC Monophore,SMDC-MPHORE-384-6-01,C10
1638,AVI-0003019-001,SMDC-993786-1,DT95-479,SMDC Monophore,SMDC-MPHORE-384-6-01,C11
1639,AVI-0003093-001,SMDC-994465-1,DT95-586-32,SMDC Monophore,SMDC-MPHORE-384-6-01,C12
1640,AVI-0003020-001,SMDC-993693-1,DT95-446,SMDC Monophore,SMDC-MPHORE-384-6-01,C13
1641,AVI-0003094-001,SMDC-994464-1,DT95-586-31,SMDC Monophore,SMDC-MPHORE-384-6-01,C14
1642,AVI-0003021-001,SMDC-973235-1,DT95-413,SMDC Monophore,SMDC-MPHORE-384-6-01,C15
1643,AVI-0003095-001,SMDC-994463-1,DT95-586-30,SMDC Monophore,SMDC-MPHORE-384-6-01,C16
1644,AVI-0003022-001,SMDC-973234-1,DT95-412,SMDC Monophore,SMDC-MPHORE-384-6-01,C17
1645,AVI-0003096-001,SMDC-994462-1,DT95-586-29,SMDC Monophore,SMDC-MPHORE-384-6-01,C18
1646,AVI-0003023-001,SMDC-993695-1,DT95-432,SMDC Monophore,SMDC-MPHORE-384-6-01,C19
1647,AVI-0003097-001,SMDC-994459-1,DT95-586-26,SMDC Monophore,SMDC-MPHORE-384-6-01,C20
1648,AVI-0003024-001,SMDC-993694-1,DT95-431,SMDC Monophore,SMDC-MPHORE-384-6-01,C21
1649,AVI-0003098-001,SMDC-994458-1,DT95-586-25,SMDC Monophore,SMDC-MPHORE-384-6-01,C22
1650,AVI-0003169-001,SMDC-994777-1,DT95-captopril-A04,SMDC Monophore,SMDC-MPHORE-384-6-01,D03
1651,AVI-0003170-001,SMDC-994785-1,DT95-captopril-B05,SMDC Monophore,SMDC-MPHORE-384-6-01,D05
1652,AVI-0003171-001,SMDC-994793-1,DT95-captopril-C09,SMDC Monophore,SMDC-MPHORE-384-6-01,D07
1653,AVI-0003172-001,SMDC-994801-1,DT95-captopril-D06,SMDC Monophore,SMDC-MPHORE-384-6-01,D09
1654,AVI-0003173-001,SMDC-994809-1,DT95-captopril-E03,SMDC Monophore,SMDC-MPHORE-384-6-01,D11
1655,AVI-0003174-001,SMDC-994817-1,DT95-captopril-F05,SMDC Monophore,SMDC-MPHORE-384-6-01,D13
1656,AVI-0003175-001,SMDC-994825-1,DT95-captopril-G09,SMDC Monophore,SMDC-MPHORE-384-6-01,D15
1657,AVI-0003176-001,SMDC-994833-1,DT95-captopril-H05,SMDC Monophore,SMDC-MPHORE-384-6-01,D17
1658,AVI-0003177-001,SMDC-994520-1,DT95-603b,SMDC Monophore,SMDC-MPHORE-384-6-01,D19
1659,AVI-0003178-001,SMDC-994616-1,DT95-623-2,SMDC Monophore,SMDC-MPHORE-384-6-01,D21
1660,AVI-0003025-001,SMDC-973231-1,DT95-419U,SMDC Monophore,SMDC-MPHORE-384-6-01,E03
1661,AVI-0003099-001,SMDC-994461-1,DT95-586-28,SMDC Monophore,SMDC-MPHORE-384-6-01,E04
1662,AVI-0003026-001,SMDC-993692-1,DT95-439,SMDC Monophore,SMDC-MPHORE-384-6-01,E05
1663,AVI-0003100-001,SMDC-994460-1,DT95-586-27,SMDC Monophore,SMDC-MPHORE-384-6-01,E06
1664,AVI-0003027-001,SMDC-973233-1,DT95-415,SMDC Monophore,SMDC-MPHORE-384-6-01,E07
1665,AVI-0003101-001,SMDC-994457-1,DT95-586-24,SMDC Monophore,SMDC-MPHORE-384-6-01,E08
1666,AVI-0003028-001,SMDC-973211-1,DT95-400,SMDC Monophore,SMDC-MPHORE-384-6-01,E09
1667,AVI-0003102-001,SMDC-994456-1,DT95-586-23,SMDC Monophore,SMDC-MPHORE-384-6-01,E10
1668,AVI-0003029-001,SMDC-973179-1,DT95-354b,SMDC Monophore,SMDC-MPHORE-384-6-01,E11
1669,AVI-0003103-001,SMDC-994455-1,DT95-586-22,SMDC Monophore,SMDC-MPHORE-384-6-01,E12
1670,AVI-0003030-001,SMDC-967288-1,DT95-346b,SMDC Monophore,SMDC-MPHORE-384-6-01,E13
1671,AVI-0003104-001,SMDC-994454-1,DT95-586-20,SMDC Monophore,SMDC-MPHORE-384-6-01,E14
1672,AVI-0003031-001,SMDC-967287-1,DT95-339b,SMDC Monophore,SMDC-MPHORE-384-6-01,E15
1673,AVI-0003105-001,SMDC-994451-1,DT95-586-17,SMDC Monophore,SMDC-MPHORE-384-6-01,E16
1674,AVI-0003032-001,SMDC-967286-1,DT95-338b,SMDC Monophore,SMDC-MPHORE-384-6-01,E17
1675,AVI-0003106-001,SMDC-994450-1,DT95-586-16,SMDC Monophore,SMDC-MPHORE-384-6-01,E18
1676,AVI-0003033-001,SMDC-967220-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,E19
1677,AVI-0003107-001,SMDC-993917-1,DT95-505-35(S),SMDC Monophore,SMDC-MPHORE-384-6-01,E20
1678,AVI-0003034-001,SMDC-967219-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,E21
1679,AVI-0003108-001,SMDC-994452-1,DT95-586-18,SMDC Monophore,SMDC-MPHORE-384-6-01,E22
1680,AVI-0003179-001,SMDC-994778-1,DT95-captopril-A05,SMDC Monophore,SMDC-MPHORE-384-6-01,F03
1681,AVI-0003180-001,SMDC-994786-1,DT95-captopril-B07,SMDC Monophore,SMDC-MPHORE-384-6-01,F05
1682,AVI-0003181-001,SMDC-994794-1,DT95-captopril-C10,SMDC Monophore,SMDC-MPHORE-384-6-01,F07
1683,AVI-0003182-001,SMDC-994802-1,DT95-captopril-D07,SMDC Monophore,SMDC-MPHORE-384-6-01,F09
1684,AVI-0003183-001,SMDC-994810-1,DT95-captopril-E07,SMDC Monophore,SMDC-MPHORE-384-6-01,F11
1685,AVI-0003184-001,SMDC-994818-1,DT95-captopril-F09,SMDC Monophore,SMDC-MPHORE-384-6-01,F13
1686,AVI-0003185-001,SMDC-994826-1,DT95-captopril-G10,SMDC Monophore,SMDC-MPHORE-384-6-01,F15
1687,AVI-0003186-001,SMDC-994834-1,DT95-captopril-H06,SMDC Monophore,SMDC-MPHORE-384-6-01,F17
1688,AVI-0003187-001,SMDC-994840-1,DT95-683,SMDC Monophore,SMDC-MPHORE-384-6-01,F19
1689,AVI-0003188-001,SMDC-994615-1,DT95-623-11,SMDC Monophore,SMDC-MPHORE-384-6-01,F21
1690,AVI-0003035-001,SMDC-967208-1,DT95-313,SMDC Monophore,SMDC-MPHORE-384-6-01,G03
1691,AVI-0003109-001,SMDC-994449-1,DT95-586-15,SMDC Monophore,SMDC-MPHORE-384-6-01,G04
1692,AVI-0003036-001,SMDC-967187-1,DT95-307b,SMDC Monophore,SMDC-MPHORE-384-6-01,G05
1693,AVI-0003110-001,SMDC-994448-1,DT95-586-13,SMDC Monophore,SMDC-MPHORE-384-6-01,G06
1694,AVI-0003037-001,SMDC-967209-1,DT95-314,SMDC Monophore,SMDC-MPHORE-384-6-01,G07
1695,AVI-0003111-001,SMDC-994447-1,DT95-586-12,SMDC Monophore,SMDC-MPHORE-384-6-01,G08
1696,AVI-0003038-001,SMDC-967213-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,G09
1697,AVI-0003112-001,SMDC-994446-1,DT95-586-11,SMDC Monophore,SMDC-MPHORE-384-6-01,G10
1698,AVI-0003039-001,SMDC-967214-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,G11
1699,AVI-0003113-001,SMDC-994445-1,DT95-586-10,SMDC Monophore,SMDC-MPHORE-384-6-01,G12
1700,AVI-0003040-001,SMDC-967215-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,G13
1701,AVI-0003114-001,SMDC-994444-1,DT95-586-9,SMDC Monophore,SMDC-MPHORE-384-6-01,G14
1702,AVI-0003041-001,SMDC-967217-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,G15
1703,AVI-0003115-001,SMDC-994425-1,DT95-571D,SMDC Monophore,SMDC-MPHORE-384-6-01,G16
1704,AVI-0002532-002,SMDC-917919-2,DT95-364b,SMDC Monophore,SMDC-MPHORE-384-6-01,G17
1705,AVI-0003116-001,SMDC-994426-1,DT95-571B,SMDC Monophore,SMDC-MPHORE-384-6-01,G18
1706,AVI-0003042-001,SMDC-967221-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,G19
1707,AVI-0003117-001,SMDC-993941-1,DT95-505-11,SMDC Monophore,SMDC-MPHORE-384-6-01,G20
1708,AVI-0003043-001,SMDC-967218-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,G21
1709,AVI-0003118-001,SMDC-994487-1,DT95-591,SMDC Monophore,SMDC-MPHORE-384-6-01,G22
1710,AVI-0003189-001,SMDC-994779-1,DT95-captopril-A06,SMDC Monophore,SMDC-MPHORE-384-6-01,H03
1711,AVI-0003190-001,SMDC-994787-1,DT95-captopril-B08,SMDC Monophore,SMDC-MPHORE-384-6-01,H05
1712,AVI-0003191-001,SMDC-994795-1,DT95-captopril-C11,SMDC Monophore,SMDC-MPHORE-384-6-01,H07
1713,AVI-0003192-001,SMDC-994803-1,DT95-captopril-D08,SMDC Monophore,SMDC-MPHORE-384-6-01,H09
1714,AVI-0003193-001,SMDC-994811-1,DT95-captopril-E08,SMDC Monophore,SMDC-MPHORE-384-6-01,H11
1715,AVI-0003194-001,SMDC-994819-1,DT95-captopril-F10,SMDC Monophore,SMDC-MPHORE-384-6-01,H13
1716,AVI-0003195-001,SMDC-994827-1,DT95-captopril-G11,SMDC Monophore,SMDC-MPHORE-384-6-01,H15
1717,AVI-0003196-001,SMDC-994835-1,DT95-captopril-H08,SMDC Monophore,SMDC-MPHORE-384-6-01,H17
1718,AVI-0003197-001,SMDC-994884-1,DT95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-6-01,H19
1719,AVI-0003198-001,SMDC-994614-1,DT95-623-7,SMDC Monophore,SMDC-MPHORE-384-6-01,H21
1720,AVI-0003044-001,SMDC-967188-1,DT95-301b,SMDC Monophore,SMDC-MPHORE-384-6-01,I03
1721,AVI-0003119-001,SMDC-994440-1,DT95-586-5,SMDC Monophore,SMDC-MPHORE-384-6-01,I04
1722,AVI-0003045-001,SMDC-967189-1,DT95-310b,SMDC Monophore,SMDC-MPHORE-384-6-01,I05
1723,AVI-0003120-001,SMDC-994439-1,DT95-586-4,SMDC Monophore,SMDC-MPHORE-384-6-01,I06
1724,AVI-0003046-001,SMDC-967289-1,DT95-350b,SMDC Monophore,SMDC-MPHORE-384-6-01,I07
1725,AVI-0003121-001,SMDC-993918-1,DT95-505-18(S),SMDC Monophore,SMDC-MPHORE-384-6-01,I08
