,Molecule-Batch ID,SMDC_ID_Lot,name,collection,plate,well
1726,AVI-0003047-001,SMDC-967290-1,DT95-351b,SMDC Monophore,SMDC-MPHORE-384-6-01,I09
1727,AVI-0003122-001,SMDC-994441-1,DT95-586-6,SMDC Monophore,SMDC-MPHORE-384-6-01,I10
1728,AVI-0003048-001,SMDC-967291-1,DT95-352b,SMDC Monophore,SMDC-MPHORE-384-6-01,I11
1729,AVI-0003123-001,SMDC-994443-1,DT95-586-8,SMDC Monophore,SMDC-MPHORE-384-6-01,I12
1730,AVI-0003049-001,SMDC-967204-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,I13
1731,AVI-0003124-001,SMDC-967108-1,DT95-283b-13,SMDC Monophore,SMDC-MPHORE-384-6-01,I14
1732,AVI-0003050-001,SMDC-967205-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,I15
1733,AVI-0003125-001,SMDC-994365-1,DT95-551b,SMDC Monophore,SMDC-MPHORE-384-6-01,I16
1734,AVI-0003051-001,SMDC-967206-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,I17
1735,AVI-0003126-001,SMDC-994364-1,DT95-550b,SMDC Monophore,SMDC-MPHORE-384-6-01,I18
1736,AVI-0003052-001,SMDC-967062-1,DT95-273-9,SMDC Monophore,SMDC-MPHORE-384-6-01,I19
1737,AVI-0003127-001,SMDC-994363-1,DT95-549b,SMDC Monophore,SMDC-MPHORE-384-6-01,I20
1738,AVI-0003053-001,SMDC-967063-1,DT95-273-10,SMDC Monophore,SMDC-MPHORE-384-6-01,I21
1739,AVI-0003128-001,SMDC-994362-1,DT95-548b,SMDC Monophore,SMDC-MPHORE-384-6-01,I22
1740,AVI-0003199-001,SMDC-994780-1,DT95-captopril-A10,SMDC Monophore,SMDC-MPHORE-384-6-01,J03
1741,AVI-0003200-001,SMDC-994788-1,DT95-captopril-B10,SMDC Monophore,SMDC-MPHORE-384-6-01,J05
1742,AVI-0003201-001,SMDC-994796-1,DT95-captopril-C12,SMDC Monophore,SMDC-MPHORE-384-6-01,J07
1743,AVI-0003202-001,SMDC-994804-1,DT95-captopril-D09,SMDC Monophore,SMDC-MPHORE-384-6-01,J09
1744,AVI-0003203-001,SMDC-994812-1,DT95-captopril-E10,SMDC Monophore,SMDC-MPHORE-384-6-01,J11
1745,AVI-0003204-001,SMDC-994820-1,DT95-captopril-F11,SMDC Monophore,SMDC-MPHORE-384-6-01,J13
1746,AVI-0003205-001,SMDC-994828-1,DT95-captopril-G12,SMDC Monophore,SMDC-MPHORE-384-6-01,J15
1747,AVI-0003206-001,SMDC-994836-1,DT95-captopril-H09,SMDC Monophore,SMDC-MPHORE-384-6-01,J17
1748,AVI-0003207-001,SMDC-994885-1,DT95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-6-01,J19
1749,AVI-0003208-001,SMDC-994612-1,DT95-623-3,SMDC Monophore,SMDC-MPHORE-384-6-01,J21
1750,AVI-0003054-001,SMDC-967207-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,K03
1751,AVI-0003129-001,SMDC-994333-1,DT95-547C,SMDC Monophore,SMDC-MPHORE-384-6-01,K04
1752,AVI-0003055-001,SMDC-967186-1,DT95-306b,SMDC Monophore,SMDC-MPHORE-384-6-01,K05
1753,AVI-0003130-001,SMDC-994332-1,DT95-547B,SMDC Monophore,SMDC-MPHORE-384-6-01,K06
1754,AVI-0003056-001,SMDC-967216-1,,SMDC Monophore,SMDC-MPHORE-384-6-01,K07
1755,AVI-0003131-001,SMDC-994399-1,DT95-552A,SMDC Monophore,SMDC-MPHORE-384-6-01,K08
1756,AVI-0002467-002,SMDC-917934-2,DT95-364a,SMDC Monophore,SMDC-MPHORE-384-6-01,K09
1757,AVI-0003132-001,SMDC-994335-1,DT95-547E,SMDC Monophore,SMDC-MPHORE-384-6-01,K10
1758,AVI-0003057-001,SMDC-967064-1,DT95-273-11,SMDC Monophore,SMDC-MPHORE-384-6-01,K11
1759,AVI-0003133-001,SMDC-994334-1,DT95-547D,SMDC Monophore,SMDC-MPHORE-384-6-01,K12
1760,AVI-0003058-001,SMDC-967065-1,DT95-273-12,SMDC Monophore,SMDC-MPHORE-384-6-01,K13
1761,AVI-0003134-001,SMDC-994336-1,DT95-547F,SMDC Monophore,SMDC-MPHORE-384-6-01,K14
1762,AVI-0001841-002,SMDC-917225-3,DT95-364d,SMDC Monophore,SMDC-MPHORE-384-6-01,K15
1763,AVI-0003135-001,SMDC-994337-1,DT95-547H,SMDC Monophore,SMDC-MPHORE-384-6-01,K16
1764,AVI-0003059-001,SMDC-967061-1,DT95-273-8,SMDC Monophore,SMDC-MPHORE-384-6-01,K17
1765,AVI-0003136-001,SMDC-994331-1,DT95-547A,SMDC Monophore,SMDC-MPHORE-384-6-01,K18
1766,AVI-0001960-002,SMDC-917227-3,DT95-364d,SMDC Monophore,SMDC-MPHORE-384-6-01,K19
1767,AVI-0003137-001,SMDC-993938-1,DT95-505-3,SMDC Monophore,SMDC-MPHORE-384-6-01,K20
1768,AVI-0003060-001,SMDC-967060-1,DT95-273-5,SMDC Monophore,SMDC-MPHORE-384-6-01,K21
1769,AVI-0003138-001,SMDC-993916-1,DT95-505-38(S),SMDC Monophore,SMDC-MPHORE-384-6-01,K22
1770,AVI-0003209-001,SMDC-994781-1,DT95-captopril-A12,SMDC Monophore,SMDC-MPHORE-384-6-01,L03
1771,AVI-0003210-001,SMDC-994789-1,DT95-captopril-C02,SMDC Monophore,SMDC-MPHORE-384-6-01,L05
1772,AVI-0003211-001,SMDC-994797-1,DT95-captopril-D02,SMDC Monophore,SMDC-MPHORE-384-6-01,L07
1773,AVI-0003212-001,SMDC-994805-1,DT95-captopril-D10,SMDC Monophore,SMDC-MPHORE-384-6-01,L09
1774,AVI-0003213-001,SMDC-994813-1,DT95-captopril-E11,SMDC Monophore,SMDC-MPHORE-384-6-01,L11
1775,AVI-0003214-001,SMDC-994821-1,DT95-captopril-,SMDC Monophore,SMDC-MPHORE-384-6-01,L13
1776,AVI-0003215-001,SMDC-994829-1,DT95-captopril-H01,SMDC Monophore,SMDC-MPHORE-384-6-01,L15
1777,AVI-0003216-001,SMDC-994837-1,DT95-captopril-H10,SMDC Monophore,SMDC-MPHORE-384-6-01,L17
1778,AVI-0003217-001,SMDC-994886-1,DT95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-6-01,L19
1779,AVI-0003218-001,SMDC-994517-1,DT95-606b,SMDC Monophore,SMDC-MPHORE-384-6-01,L21
1780,AVI-0001962-002,SMDC-917274-3,DT95-364c,SMDC Monophore,SMDC-MPHORE-384-6-01,M03
1781,AVI-0003139-001,SMDC-993912-1,DT95-505-35,SMDC Monophore,SMDC-MPHORE-384-6-01,M04
1782,AVI-0002035-002,SMDC-917259-3,DT95-364c,SMDC Monophore,SMDC-MPHORE-384-6-01,M05
1783,AVI-0003140-001,SMDC-994330-1,DT95-505-2,SMDC Monophore,SMDC-MPHORE-384-6-01,M06
1784,AVI-0003061-001,SMDC-993878-1,DT95-499-16,SMDC Monophore,SMDC-MPHORE-384-6-01,M07
1785,AVI-0003141-001,SMDC-993944-1,DT95-505-19,SMDC Monophore,SMDC-MPHORE-384-6-01,M08
1786,AVI-0003062-001,SMDC-993885-1,DT95-498-10,SMDC Monophore,SMDC-MPHORE-384-6-01,M09
1787,AVI-0003142-001,SMDC-993940-1,DT95-505-6,SMDC Monophore,SMDC-MPHORE-384-6-01,M10
1788,AVI-0003063-001,SMDC-993877-1,DT95-499-8,SMDC Monophore,SMDC-MPHORE-384-6-01,M11
1789,AVI-0003143-001,SMDC-993924-1,DT95-508b,SMDC Monophore,SMDC-MPHORE-384-6-01,M12
1790,AVI-0003064-001,SMDC-993883-1,DT95-498-16,SMDC Monophore,SMDC-MPHORE-384-6-01,M13
1791,AVI-0003144-001,SMDC-993921-1,DT95-498-8(S),SMDC Monophore,SMDC-MPHORE-384-6-01,M14
1792,AVI-0003065-001,SMDC-993882-1,DT95-499-34,SMDC Monophore,SMDC-MPHORE-384-6-01,M15
1793,AVI-0003145-001,SMDC-993942-1,DT95-505-40,SMDC Monophore,SMDC-MPHORE-384-6-01,M16
1794,AVI-0003066-001,SMDC-993879-1,DT95-499-21,SMDC Monophore,SMDC-MPHORE-384-6-01,M17
1795,AVI-0003146-001,SMDC-993939-1,DT95-505-13,SMDC Monophore,SMDC-MPHORE-384-6-01,M18
1796,AVI-0003067-001,SMDC-993868-1,DT95-497,SMDC Monophore,SMDC-MPHORE-384-6-01,M19
1797,AVI-0003147-001,SMDC-993922-1,DT95-506b,SMDC Monophore,SMDC-MPHORE-384-6-01,M20
1798,AVI-0003068-001,SMDC-993867-1,DT95-496,SMDC Monophore,SMDC-MPHORE-384-6-01,M21
1799,AVI-0003148-001,SMDC-993925-1,DT95-509b,SMDC Monophore,SMDC-MPHORE-384-6-01,M22
1800,AVI-0003219-001,SMDC-994782-1,DT95-captopril-B02,SMDC Monophore,SMDC-MPHORE-384-6-01,N03
1801,AVI-0003220-001,SMDC-994790-1,DT95-captopril-C04,SMDC Monophore,SMDC-MPHORE-384-6-01,N05
1802,AVI-0003221-001,SMDC-994798-1,DT95-captopril-D03,SMDC Monophore,SMDC-MPHORE-384-6-01,N07
1803,AVI-0003222-001,SMDC-994806-1,DT95-captopril-D11,SMDC Monophore,SMDC-MPHORE-384-6-01,N09
1804,AVI-0003223-001,SMDC-994814-1,DT95-captopril-E12,SMDC Monophore,SMDC-MPHORE-384-6-01,N11
1805,AVI-0003224-001,SMDC-994822-1,DT95-captopril-G05,SMDC Monophore,SMDC-MPHORE-384-6-01,N13
1806,AVI-0003225-001,SMDC-994830-1,DT95-captopril-H02,SMDC Monophore,SMDC-MPHORE-384-6-01,N15
1807,AVI-0003226-001,SMDC-994838-1,DT95-captopril-H11,SMDC Monophore,SMDC-MPHORE-384-6-01,N17
1808,AVI-0003227-001,SMDC-994887-1,DT95-246-Sai1,SMDC Monophore,SMDC-MPHORE-384-6-01,N19
1809,AVI-0003228-001,SMDC-967109-1,DT95-282b-14,SMDC Monophore,SMDC-MPHORE-384-6-01,N21
1810,AVI-0003069-001,SMDC-993954-1,DT95-505-28(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O03
1811,AVI-0003149-001,SMDC-993915-1,DT95-505-47(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O04
1812,AVI-0003070-001,SMDC-993950-1,DT95-505-3(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O05
1813,AVI-0003150-001,SMDC-993923-1,DT95-507b,SMDC Monophore,SMDC-MPHORE-384-6-01,O06
1814,AVI-0003071-001,SMDC-993949-1,DT95-505-13(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O07
1815,AVI-0003151-001,SMDC-993910-1,DT95-505-47,SMDC Monophore,SMDC-MPHORE-384-6-01,O08
1816,AVI-0003072-001,SMDC-993946-1,DT95-505-6(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O09
1817,AVI-0003152-001,SMDC-993943-1,DT95-505-4,SMDC Monophore,SMDC-MPHORE-384-6-01,O10
1818,AVI-0003073-001,SMDC-993948-1,DT95-505-2(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O11
1819,AVI-0003153-001,SMDC-993913-1,DT95-505-35,SMDC Monophore,SMDC-MPHORE-384-6-01,O12
1820,AVI-0003074-001,SMDC-993953-1,DT95-505-11(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O13
1821,AVI-0003154-001,SMDC-994341-1,DT95-544b,SMDC Monophore,SMDC-MPHORE-384-6-01,O14
1822,AVI-0003075-001,SMDC-993951-1,DT95-505-40(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O15
1823,AVI-0003155-001,SMDC-993919-1,DT95-498-5(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O16
1824,AVI-0003076-001,SMDC-993955-1,DT95-505-4(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O17
1825,AVI-0003156-001,SMDC-993911-1,DT95-505-47,SMDC Monophore,SMDC-MPHORE-384-6-01,O18
1826,AVI-0003077-001,SMDC-993947-1,DT95-505-19(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O19
1827,AVI-0003157-001,SMDC-993945-1,DT95-505-14,SMDC Monophore,SMDC-MPHORE-384-6-01,O20
1828,AVI-0003078-001,SMDC-993952-1,DT95-505-14(S),SMDC Monophore,SMDC-MPHORE-384-6-01,O21
1829,AVI-0003158-001,SMDC-993909-1,DT95-505-27,SMDC Monophore,SMDC-MPHORE-384-6-01,O22
1830,AVI-0003229-001,SMDC-994783-1,DT95-captopril-B03,SMDC Monophore,SMDC-MPHORE-384-6-01,P03
1831,AVI-0003230-001,SMDC-994791-1,DT95-captopril-C05,SMDC Monophore,SMDC-MPHORE-384-6-01,P05
1832,AVI-0003231-001,SMDC-994799-1,DT95-captopril-D04,SMDC Monophore,SMDC-MPHORE-384-6-01,P07
1833,AVI-0003232-001,SMDC-994807-1,DT95-captopril-E01,SMDC Monophore,SMDC-MPHORE-384-6-01,P09
1834,AVI-0003233-001,SMDC-994815-1,DT95-captopril-F01,SMDC Monophore,SMDC-MPHORE-384-6-01,P11
1835,AVI-0003234-001,SMDC-994823-1,DT95-captopril-G06,SMDC Monophore,SMDC-MPHORE-384-6-01,P13
1836,AVI-0003235-001,SMDC-994831-1,DT95-captopril-H03,SMDC Monophore,SMDC-MPHORE-384-6-01,P15
1837,AVI-0003236-001,SMDC-994839-1,DT95-captopril-H12,SMDC Monophore,SMDC-MPHORE-384-6-01,P17
1838,AVI-0003237-001,SMDC-994618-1,DT95-623-5,SMDC Monophore,SMDC-MPHORE-384-6-01,P19
1839,AVI-0003238-001,SMDC-994340-1,DT95-543b,SMDC Monophore,SMDC-MPHORE-384-6-01,P21
1840,AVI-0003302-001,SMDC-1075432-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A03
1841,AVI-0003281-001,SMDC-1075433-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A05
1842,AVI-0003269-001,SMDC-1075434-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A07
1843,AVI-0003289-001,SMDC-1075435-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A09
1844,AVI-0003265-001,SMDC-1075436-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A11
1845,AVI-0003297-001,SMDC-1075437-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A13
1846,AVI-0003304-001,SMDC-1075438-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A15
1847,AVI-0003242-001,SMDC-1075439-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A17
1848,AVI-0003256-001,SMDC-1075440-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A19
1849,AVI-0003257-001,SMDC-1075455-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,A21
1850,AVI-0003243-001,SMDC-1075441-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C03
1851,AVI-0003261-001,SMDC-1075442-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C05
1852,AVI-0003266-001,SMDC-1075443-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C07
1853,AVI-0003310-001,SMDC-1075444-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C09
1854,AVI-0003286-001,SMDC-1075445-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C11
1855,AVI-0003306-001,SMDC-1075446-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C13
1856,AVI-0003245-001,SMDC-1075447-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C15
1857,AVI-0003288-001,SMDC-1075448-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C17
1858,AVI-0003248-001,SMDC-1075449-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C19
1859,AVI-0003282-001,SMDC-1075450-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,C21
1860,AVI-0003254-001,SMDC-1075451-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,E03
1861,AVI-0003301-001,SMDC-1075452-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,E05
1862,AVI-0003311-001,SMDC-1075453-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,E07
1863,AVI-0003270-001,SMDC-1075454-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,E09
1864,AVI-0003239-001,SMDC-1075356-1,A,SMDC Monophore,SMDC-MPHORE-384-7-01,E11
1865,AVI-0003264-001,SMDC-1075357-1,C,SMDC Monophore,SMDC-MPHORE-384-7-01,E13
1866,AVI-0003313-001,SMDC-1075358-1,D,SMDC Monophore,SMDC-MPHORE-384-7-01,E15
1867,AVI-0003244-001,SMDC-1075359-1,E,SMDC Monophore,SMDC-MPHORE-384-7-01,E17
1868,AVI-0003285-001,SMDC-1075360-1,F,SMDC Monophore,SMDC-MPHORE-384-7-01,E19
1869,AVI-0003305-001,SMDC-1075361-1,G,SMDC Monophore,SMDC-MPHORE-384-7-01,E21
1870,AVI-0003268-001,SMDC-1075362-1,H,SMDC Monophore,SMDC-MPHORE-384-7-01,G03
1871,AVI-0003314-001,SMDC-1075363-1,A,SMDC Monophore,SMDC-MPHORE-384-7-01,G05
1872,AVI-0003298-001,SMDC-1075364-1,B,SMDC Monophore,SMDC-MPHORE-384-7-01,G07
1873,AVI-0003287-001,SMDC-1075365-1,C,SMDC Monophore,SMDC-MPHORE-384-7-01,G09
1874,AVI-0003241-001,SMDC-1075366-1,D,SMDC Monophore,SMDC-MPHORE-384-7-01,G11
1875,AVI-0003263-001,SMDC-1075367-1,E,SMDC Monophore,SMDC-MPHORE-384-7-01,G13
1876,AVI-0003300-001,SMDC-1075368-1,F,SMDC Monophore,SMDC-MPHORE-384-7-01,G15
1877,AVI-0003303-001,SMDC-1075369-1,G,SMDC Monophore,SMDC-MPHORE-384-7-01,G17
1878,AVI-0003307-001,SMDC-1075370-1,E,SMDC Monophore,SMDC-MPHORE-384-7-01,G19
1879,AVI-0003290-001,SMDC-1075371-1,F,SMDC Monophore,SMDC-MPHORE-384-7-01,G21
1880,AVI-0003308-001,SMDC-1075372-1,G,SMDC Monophore,SMDC-MPHORE-384-7-01,I03
1881,AVI-0003284-001,SMDC-1075373-1,A,SMDC Monophore,SMDC-MPHORE-384-7-01,I05
1882,AVI-0003259-001,SMDC-1075374-1,B,SMDC Monophore,SMDC-MPHORE-384-7-01,I07
1883,AVI-0003253-001,SMDC-1075375-1,C,SMDC Monophore,SMDC-MPHORE-384-7-01,I09
1884,AVI-0003278-001,SMDC-1075376-1,D,SMDC Monophore,SMDC-MPHORE-384-7-01,I11
1885,AVI-0003246-001,SMDC-1075377-1,F,SMDC Monophore,SMDC-MPHORE-384-7-01,I13
1886,AVI-0003255-001,SMDC-1075378-1,G,SMDC Monophore,SMDC-MPHORE-384-7-01,I15
1887,AVI-0003309-001,SMDC-1075379-1,H,SMDC Monophore,SMDC-MPHORE-384-7-01,I17
1888,AVI-0003262-001,SMDC-1075380-1,E,SMDC Monophore,SMDC-MPHORE-384-7-01,I19
1889,AVI-0003312-001,SMDC-1075381-1,F,SMDC Monophore,SMDC-MPHORE-384-7-01,I21
1890,AVI-0003247-001,SMDC-1075382-1,G,SMDC Monophore,SMDC-MPHORE-384-7-01,K03
1891,AVI-0003280-001,SMDC-1075383-1,A,SMDC Monophore,SMDC-MPHORE-384-7-01,K05
1892,AVI-0003272-001,SMDC-1075384-1,B,SMDC Monophore,SMDC-MPHORE-384-7-01,K07
1893,AVI-0003273-001,SMDC-1075385-1,C,SMDC Monophore,SMDC-MPHORE-384-7-01,K09
1894,AVI-0003252-001,SMDC-1075386-1,D,SMDC Monophore,SMDC-MPHORE-384-7-01,K11
1895,AVI-0003250-001,SMDC-1075387-1,E,SMDC Monophore,SMDC-MPHORE-384-7-01,K13
1896,AVI-0003274-001,SMDC-1075388-1,F,SMDC Monophore,SMDC-MPHORE-384-7-01,K15
1897,AVI-0003249-001,SMDC-1075389-1,G,SMDC Monophore,SMDC-MPHORE-384-7-01,K17
1898,AVI-0003267-001,SMDC-1075390-1,H,SMDC Monophore,SMDC-MPHORE-384-7-01,K19
1899,AVI-0003316-001,SMDC-1075391-1,I,SMDC Monophore,SMDC-MPHORE-384-7-01,K21
1900,AVI-0003276-001,SMDC-1075392-1,J,SMDC Monophore,SMDC-MPHORE-384-7-01,M03
1901,AVI-0003293-001,SMDC-1075393-1,A,SMDC Monophore,SMDC-MPHORE-384-7-01,M05
1902,AVI-0003315-001,SMDC-1075394-1,B,SMDC Monophore,SMDC-MPHORE-384-7-01,M07
1903,AVI-0003296-001,SMDC-1075395-1,C,SMDC Monophore,SMDC-MPHORE-384-7-01,M09
1904,AVI-0003271-001,SMDC-1075431-1,,SMDC Monophore,SMDC-MPHORE-384-7-01,M11
1905,AVI-0003277-001,SMDC-1076414-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,M13
1906,AVI-0003299-001,SMDC-1076415-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,M15
1907,AVI-0003279-002,SMDC-1076416-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,M17
1908,AVI-0003240-001,SMDC-1076417-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,M19
1909,AVI-0003260-001,SMDC-1076418-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,M21
1910,AVI-0003275-001,SMDC-1076420-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O03
1911,AVI-0003295-001,SMDC-1076421-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O05
1912,AVI-0003317-001,SMDC-1076422-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O07
1913,AVI-0003258-001,SMDC-1076423-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O09
1914,AVI-0003291-001,SMDC-1076424-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O11
1915,AVI-0003292-001,SMDC-1076425-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O13
1916,AVI-0003279-001,SMDC-1076416-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O15
1917,AVI-0003283-001,SMDC-1076426-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O17
1918,AVI-0003294-001,SMDC-1076427-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O19
1919,AVI-0003251-001,SMDC-1076428-1,Joshua,SMDC Monophore,SMDC-MPHORE-384-7-01,O21
