,,,,,,,,,,,,,assay_1,assay_2
Compound,Alias,SMILES,Lot #,Lot Alias,Salt,Solvate,Vendor,PAINS,Bruns-Watson Demerit Score,Assay Count,Plate,Well,percentlabeled,percentlabeled
916919,,CCOc1ccccc1C(=O)N2CCC(CC2)C(=O)NCCSSCCN,1,72,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,O05,,4.1
916986,,COc1cccc2cc(oc12)C(=O)N3CCC[C@@H](C3)C(=O)NCCSSCCN(C)C,1,140,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,K22,,4.1
917289,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cccc(O)c2,1,444,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I10,,4.1
917433,,COc1ccc(CC(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccncc2)c(OC)c1,1,588,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F18,,4.1
917471,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1sccc1Cl,1,626,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,N14,,4.1
917631,,C[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)NCCCSSCCN(C)C,1,770,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,I22,,4.1
917641,,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NCCCSSCCN(C)C,1,807,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,B15,,4.1
917689,,CC(C)C[C@H](N(C)C(=O)OC(C)(C)C)C(=O)NCCCSSCCN(C)C,1,815,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,D11,,"4.1, 8.1, 8.3"
917703,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccccc2NC(=O)c3ccccc3,1,860,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L21,,4.1
917856,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(cc2)N(C)C(=O)OC(C)(C)C,1,1028,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,M17,,"4.1, 1.6, 4.9"
917863,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)Cc2ccc(O)c(Br)c2,1,1036,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O13,,4.1
918034,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cocc2,1,1274,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,P10,,4.1
966851,,CN(C)CCSSCCCn1cc(CNCc2ccccc2)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,L19,,4.1
994819,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2nc3ccccc3s2,1,DT95-captopril-F10,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,H13,,4.1
917605,,CN(C)CCSSCCNC(=O)c1ccc(NC(=O)OC(C)(C)C)cc1,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,I12,,"4.1, 1.7, 10.5"
1075441,,COc1cccc(c1)C(C)SSCCN(C)C,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,C03,,4.1
917229,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cccc(O)c2,1,383,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M07,,4
917240,,COc1ccc(OC)c(CC(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)c1,1,394,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O09,,4
917268,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)Cc2ccc(cc2)S(=O)(=O)C,1,423,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E08,,4
917600,,CN(C)CCSSCCNC(=O)[C@@H](N(C)C(=O)OC(C)(C)C)c1ccccc1,1,774,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,K10,,"4, 0.6, 1.8"
917646,,COc1cc(CC(=O)NCCCSSCCN(C)C)cc(OC)c1OC,1,874,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,P09,,4
917801,,CC(C)C[C@@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(CC1)C(=O)NCCSSCCN(C)C,1,968,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A17,,"4, 0.6, 0.5"
957802,,CC(C)C(N1Cc2ccccc2C1=O)C(=O)NCCCSSCCN(C)C,1,1322,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I05,,4
960003,,CN(C)CCSSCCN(C)C(=O)COc1ccc(cc1)C#N,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,C06,,4
917593,,CN(C)CCSSCCNC(=O)c1ccc(cc1)N(C)C(=O)OC(C)(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,I14,,"4, 4.3, 6.1"
917610,,CN(C)CCSSCCNC(=O)c1ccccc1COC(=O)c2ccccc2,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,M16,,4
1076416,,CN(C)CCSSCCCC(=O)Nc1cccc(c1)C(F)(F)F,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,M17,,4
917358,,COc1cc(ccc1O)C(=O)N2CCC[C@H](C2)C(=O)NCCSSCCN(C)C,1,513,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H07,,3.9
917461,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)CNC(=O)c1cccc2OCCOc12,1,616,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,L14,,3.9
917497,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1ccc(C)c(OC)c1,1,652,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,C05,,3.9
917655,,CC(N1C(=O)c2ccccc2C1=O)C(=O)NCCCSSCCN(C)C,1,842,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J05,,3.9
917712,,COC[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H](C1)C(=O)NCCSSCCN(C)C,1,840,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,H21,,"3.9, 1, 5.5"
917760,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C,1,927,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J16,,"3.9, 1.4, 5.9"
917875,,CN(C)CCSSCCNC(=O)[C@@H]1CCC(=O)N1C(=O)OC(C)(C)C,1,1075,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G12,,"3.9, 14.7, 4"
917599,,CN(C)CCSSCCNC(=O)C(N(C)C(=O)OC(C)(C)C)c1ccccc1,2,1079,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G20,,"3.9, 2.2, 16.2"
917600,,CN(C)CCSSCCNC(=O)[C@@H](N(C)C(=O)OC(C)(C)C)c1ccccc1,2,1080,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G22,,"3.9, 6.8, 14.6"
994455,,CN(C)CCSSCCNC(=O)c1cnc2nncn2c1,1,DT95-586-22,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E12,,3.9
1075388,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)[C@@H](Nc2ccc(Cl)cc2)C3CCCCC3,1,F,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,K15,,3.9
917294,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(O)cc2,1,449,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I20,,3.8
917409,,CN(C)CCSSC[C@H](NC(=O)c1ccc(F)cc1C(F)(F)F)C(=O)NCc2ccccn2,1,564,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,B10,,3.8
917642,,CN(C)CCSSCCCNC(=O)[C@@H]1C[C@H](O)CN1C(=O)OC(C)(C)C,1,844,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J09,,"3.8, 1.1, 7"
917649,,CN(C)CCSSCCCNC(=O)[C@H](CO)NC(=O)OCc1ccccc1,1,802,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,B05,,3.8
917826,,CC(C(=O)N1CCC(CC1)C(=O)NCCSSCCN(C)C)c2ccc(cc2)C(=O)c3cccs3,1,995,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G11,,3.8
957790,,CN(C)CCSSCCCNC(=O)c1ccc(Br)s1,1,1310,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E21,,3.8
966838,,CN(C)CCSSCCCn1cc(CNC(=O)c2ccc(OCC(F)(F)F)nc2)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,J09,,3.8
917189,,CN(C)CCSSCCCNC(=O)c1ccncc1,2,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,D12,,3.8
917621,,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NCCSSCCN(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,G14,,"3.8, 9.6, 8.2"
917126,,CN(C)CCSSCCNC(=O)c1ccncc1,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,B22,,3.8
917176,,CN(C)CCSSCCCNC(=O)c1cccc(O)c1,1,330,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A21,,3.7
917296,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(cc2)N3N=C(C)CC3=O,1,451,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K04,,3.7
917362,,COc1ccc(OC)c(CC(=O)N2CCC[C@H](C2)C(=O)NCCSSCCN(C)C)c1,1,517,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H15,,3.7
917410,,CN(C)CCSSC[C@H](NC(=O)c1ccc(cc1F)C(F)(F)F)C(=O)NCc2ccccn2,1,565,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,B12,,3.7
917680,,CC(Oc1ccc2ccccc2c1)C(=O)NCCCSSCCN(C)C,1,863,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,N07,,3.7
960041,,CC(C)c1ccc(cc1)C(=O)CCCC(=O)N(C)CCSSCCN(C)C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I22,,3.7
966531,,CN(C)CCSSCCn1cc(nn1)c2ccc(cc2)N(C)C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,B05,,3.7
917617,,COc1cc2cc([nH]c2cc1OC)C(=O)NCCSSCCN(C)C,4,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,G16,,3.7
1075438,,CC(SSCCN(C)C)c1ccccc1Cl,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,A15,,3.7
917254,,CCN1C=C(C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)C(=O)c3ccc(C)nc13,1,408,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A18,,3.6
917383,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2ccc3[nH]nnc3c2,1,538,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,L17,,3.6
917452,,C[C@H](NC(=O)c1ccccc1C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccncc2)c3ccccc3,1,607,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,J16,,3.6
917503,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)C1=NNC(=O)CC1,1,658,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,C17,,3.6
917819,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C(NC(=O)OC(C)(C)C)c2ccccc2C,1,988,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,E17,,"3.6, 0.9, 0.4"
917868,,CC(C(=O)NCCSSCCN(C)C)c1ccc(OC(F)(F)F)cc1,1,1060,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C22,,3.6
917994,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccc3C(=CC(=O)Oc3c2)C,1,1232,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H06,,3.6
918002,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)CCC(=O)c2ccc3OCCCOc3c2,1,1240,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H22,,3.6
957821,,CCC(CC)C(=O)c1c[nH]c(c1)C(=O)NCCCSSCCN(C)C,1,1341,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M03,,3.6
966785,,COc1ccc(c(C)c1)c2cn(CCCSSCCN(C)C)nn2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F03,,3.6
966866,,CN(C)CCSSCCCn1cc(nn1)c2ccc(cc2)N3CCCCC3,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P17,,3.6
994822,,CCCN1CCN(CC1)C(=O)[C@@H]2CCCN2C(=O)[C@H](C)CSSCCN(C)C,1,DT95-captopril-G05,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,N13,,3.6
1075395,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C(C)(C)Oc2ccc(C)c(C)c2,1,C,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,M09,,3.6
917450,,CC(C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc1ccncc1)c2ccc(O)cc2,1,605,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,J12,,3.5
917476,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1cc(F)ccc1F,1,631,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P04,,3.5
917602,,CCCC[C@H](N(C)C(=O)OC(C)(C)C)C(=O)NCCSSCCN(C)C,1,744,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,E10,,"3.5, 2, 7.6"
917962,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cccc(c2)C3CC3,1,1198,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,P17,,3.5
917972,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cccc(c2)C(=O)C,1,1209,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,B20,,3.5
917991,,CC(C(=O)N1CCC(CC1)C(=O)NCCSSCCN(C)C)c2cccc(c2)C(=O)c3ccccc3,1,1229,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F20,,3.5
917993,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C,1,1231,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H04,,"3.5, 4.3, 9.6"
918030,,COc1ccc(cc1)c2oc(cc2)C(=O)N3CCC[C@@H](C3)C(=O)NCCSSCCN(C)C,1,1270,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N22,,3.5
960028,,CN(C)CCSSCCN(C)C(=O)c1ccc(Oc2ccc(C)cc2)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,G16,,3.5
917575,,CN(C)CCSSCCNC(=O)C(CC(=O)N)NC(=O)OC(C)(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A14,,"3.5, 9.6, 6"
1075453,,COc1ccccc1CSSCCN(C)C,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,E07,,3.5
916957,,NCCSSCCCNC(=O)c1oncc1c2ccccc2,1,110,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E22,,3.4
917307,,CCN1C=C(C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C)C(=O)c3ccc(C)nc13,1,462,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M06,,3.4
917440,,COc1ccc(C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccncc2)c(C)c1,1,595,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H12,,3.4
917446,,CN(C)CCSSC[C@H](NC(=O)c1ccc(F)cc1C(F)(F)F)C(=O)NCc2ccncc2,1,601,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,J04,,3.4
917456,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1cc(F)ccc1OC,1,611,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,L04,,3.4
917478,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)Cc1cc(F)ccc1F,1,633,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P08,,3.4
917656,,CN(C)CCSSCCCNC(=O)C(CC(=O)N)NC(=O)OC(C)(C)C,1,868,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,N17,,"3.4, 4.4, 1.1"
917721,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc3c(C)cc(C)c(O)c3n2,1,886,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,B14,,3.4
917723,,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H](C1)C(=O)NCCSSCCN(C)C,1,888,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,B18,,"3.4, 5.1, 17.4"
917902,,CN(C)CCSSCCNC(=O)[C@@H]1CCCC[C@H]1C(=O)c2ccc(Cl)cc2,1,1124,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,B09,,3.4
918014,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)COc2ccc(OCc3ccccc3)cc2,1,1252,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,L06,,3.4
958002,,CN(C)CCSSCCCC(=O)Nc1nc(Cc2ccccc2)cs1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O22,,3.4
960057,,CN(C)CCSSCCN(C)C(=O)c1ccc(OC(F)(F)F)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M14,,3.4
966861,,CN(C)CCSSCCn1cc(nn1)c2ccc(cc2)N3CCCCC3,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P07,,3.4
994617,,CN(C)CCSSCCNC(=O)CCNC(=O)c1cc(ccc1O)c2ccc(Cl)cc2Cl,1,DT95-623-4,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,B21,,3.4
994811,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCCCN2CCOCC2,1,DT95-captopril-E08,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,H11,,3.4
917009,,CN(C)CCSSCCC(=O)Nc1ccc(F)cc1F,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,B07,,3.4
1075454,,CN(C)CCSSC1CCc2ccccc12,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,E09,,3.4
1076414,,CN(C)CCSSCCCC(=O)Nc1cccc(c1)C(=O)C,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,M13,,3.4
917515,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)Cc1ccc(O)c(F)c1,1,670,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,E21,,3.3
917654,,CN(C)CCSSCCCNC(=O)C(C)(C)NC(=O)OCc1ccccc1,1,831,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,H03,,3.3
917829,,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(CC1)C(=O)NCCSSCCN(C)C,1,998,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G17,,"3.3, 0.8, 2.1"
918036,,CC(C)C(N1Cc2ccccc2C1=O)C(=O)N3CCC[C@@H](C3)C(=O)NCCSSCCN(C)C,1,1276,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,P14,,3.3
960009,,CN(C)CCSSCCN(C)C(=O)[C@@H]1CCCC[C@H]1C(=O)c2ccc(Cl)cc2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,C18,,3.3
960047,,CN(C)CCSSCCN(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)c2ccccc2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K14,,3.3
966923,,CN(C)CCSSCCNC(=O)CC(F)(F)F,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F16,,3.3
994519,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCN(C)CC2,1,DT95-602b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,B19,,3.3
1075360,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C2(CCCCC2)Oc3ccc(Cl)cc3,1,F,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,E19,,3.3
1075372,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C2(CCNCC2)Nc3ccc(Cl)cc3,1,G,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,I03,,3.3
917463,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1cccc(F)c1F,1,618,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,L18,,3.2
917464,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)C1(CC1)c2ccccc2,1,619,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,L20,,3.2
917511,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1ccc(OC)c(OCc2ccccc2)c1,1,666,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,E13,,3.2
917599,,CN(C)CCSSCCNC(=O)C(N(C)C(=O)OC(C)(C)C)c1ccccc1,1,765,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,I12,,"3.2, 1.4, 1.7"
917633,,CN(C)CCSSCCCNC(=O)c1ccc(OC(F)(F)C(F)F)cc1,1,739,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,C20,,3.2
917741,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)C(NC(=O)OC(C)(C)C)c2ccccc2C,1,907,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F16,,"3.2, 2.3, 7.7"
917748,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)[C@@H]2C[C@H](O)CN2C(=O)OC(C)(C)C,1,914,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,H10,,"3.2, 34.9, 6.2"
917780,,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H](C1)C(=O)NCCSSCCN(C)C,1,947,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,N16,,"3.2, 3.9, 0.7"
917800,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(Cl)c(O)c(Cl)c2,1,967,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A15,,3.2
917805,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccccc2NC(=O)c3ccccc3,1,973,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C07,,3.2
917809,,COc1cc(CC(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C)cc(OC)c1OC,1,977,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C15,,3.2
917855,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C,1,1027,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,M15,,"3.2, 5.4, 0.4"
966944,,CN(C)CCSSCCNC(=O)CN1N=Cc2ccccc2C1=O,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,J18,,3.2
994801,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCCCN2CCCCC2,1,DT95-captopril-D06,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D09,,3.2
994887,,CN(C)CCSSCCCNC(=O)CCc1ccccn1,1,DT95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,N19,,3.2
917052,,CN(C)CCSSCCNC(=O)Nc1ccc(C(=O)O)c(O)c1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J13,,3.2
917396,,COc1cc(cc(OC)c1O)C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccccn2,1,551,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P03,,3.1
917415,,COc1ccc(F)cc1C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2cccnc2,1,570,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,B22,,3.1
917480,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1cccc(c1F)C(F)(F)F,1,635,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P12,,3.1
917815,,C[C@@H](O)[C@H](N(C)C(=O)OC(C)(C)C)C(=O)N1CCC(CC1)C(=O)NCCSSCCN(C)C,1,984,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,E09,,"3.1, 3.9, 1.2"
917560,,CN(C)CCSSCCNC(=O)CCC(=O)c1ccc2OCCCOc2c1,2,1169,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J19,,3.1
960029,,CC(C(=O)N(C)CCSSCCN(C)C)c1cccc(c1)C(=O)c2ccccc2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,G18,,3.1
917565,,C[C@@H](NC(=O)OCc1ccccc1)C(=O)NCCSSCCN(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,I21,,3.1
916877,,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)NCCSSCCN,1,30,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E21,,3
917316,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc3[nH]nnc3c2,1,471,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O04,,3
917530,,CN(C)CCSSCCNC(=O)c1oc(cc1)C#Cc2ccccc2,1,685,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,I11,,3
