,,,,,,,,,,,,,assay_1,assay_2
Compound,Alias,SMILES,Lot #,Lot Alias,Salt,Solvate,Vendor,PAINS,Bruns-Watson Demerit Score,Assay Count,Plate,Well,percentlabeled,percentlabeled
994806,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NC2Cc3ccccc3C2,1,DT95-captopril-D11,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,N09,,13.7
917822,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)CN(C)C(=O)OCc2ccccc2,1,991,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G03,,13.6
917968,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(Br)s2,1,1204,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,B10,,13.6
994885,,CN(C)CCSSCCCNC(=O)Cc1nn[nH]n1,1,DT95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,J19,,13.6
917395,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2ccc(F)c(F)c2,1,550,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,N21,,13.5
966965,,CN(C)CCSSCCCNC(=O)C1CCC=CC1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N20,,13.5
993793,,CN(C)CCSSc1ccc(c(c1)C(=O)O)[N+](=O)[O-],1,DT95-481,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A05,,13.5
917228,,COc1cc(OC)cc(c1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,382,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M05,,13.4
303995,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cccc(NC(=O)C)c2,2,416,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C14,,13.4
917405,,CN(C)CCSSC[C@H](NC(=O)C(O)c1ccc(cc1)C(F)(F)F)C(=O)NCc2ccccn2,1,560,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P21,,13.4
917634,,CN(C)CCSSCCCNC(=O)c1cccc(OC(F)(F)F)c1,1,729,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,A20,,13.4
917797,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C(CO)NC(=O)OCc2ccccc2,1,964,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A09,,13.4
917920,,CN(C)CCSSCCNC(=O)c1cccc(Oc2ccccc2)c1,1,1148,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F17,,13.4
918019,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)CCc2ccc(Cl)cc2,1,1257,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,L16,,13.4
957838,,CN(C)CCSSCCn1cc(CN2C(=O)C(=O)c3ccccc23)nn1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P05,,13.4
917223,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(C)ccc2O,1,377,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K15,,13.3
917233,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(Oc3ccccc3)cc2,1,387,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M15,,13.3
917696,,CN(C)CCSSCCCNC(=O)COc1ccc(Cl)c(Cl)c1,1,853,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L07,,13.3
917821,,CN(C)CCSSCCNC(=O)[C@H](CO)NC(=O)OCc1ccccc1,1,990,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,E21,,13.3
917953,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccc(Br)cc2,1,1189,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N19,,13.3
957827,,COc1ccc(c(C)c1)c2cn(CCSSCCN(C)C)nn2,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,D13,,13.3
967064,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(O)cn2,1,DT95-273-11,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K11,,13.3
994805,,COc1cc2CCN(Cc2cc1OC)C(=O)[C@@H]3CCCN3C(=O)[C@H](C)CSSCCN(C)C,1,DT95-captopril-D10,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,L09,,13.3
1075392,,CC(C)C[C@H](Nc1ccc(Cl)cc1)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,J,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,M03,,13.3
917093,,CN(C)CCSSCCNC(=O)c1ccc(Oc2ccccc2)cc1,1,247,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,B16,,13.2
917347,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2cc(C)ccc2O,1,502,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F05,,13.2
917915,,CN(C)CCSSCCNC(=O)Cc1ccc(F)cc1,1,1143,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F07,,13.2
994798,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2cc([nH]n2)c3ccc(C)cc3,1,DT95-captopril-D03,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,N07,,13.2
917261,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc3[nH]nnc3c2,1,415,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C12,,13.1
917569,,CN(C)CCSSCCNC(=O)C(C)(C)NC(=O)OCc1ccccc1,2,1041,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A04,,13.1
917908,,COc1ccc(cc1)c2oc(cc2)C(=O)NCCSSCCN(C)C,1,1134,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D09,,13.1
960002,,CN(C)CCSSCCN(C)C(=O)COc1cccc(Cl)c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,C04,,13.1
973211,,CN(C)CCSSCCNC(=O)C1CN(CC1c2ccccc2)C(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-400,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E09,,13.1
993915,,CC(C)O[C@H]1CN(C[C@@H]1C(=O)NCCSSCCN(C)C)S(=O)(=O)c2cc(Cl)c(O)c(Cl)c2,1,DT95-505-47(S),TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O04,,13.1
917617,,COc1cc2cc([nH]c2cc1OC)C(=O)NCCSSCCN(C)C,4,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,B17,,13.1
916885,,NCCSSCCNC(=O)c1onc(c1)c2ccccc2,1,38,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,G17,,13
916991,,CC(=O)Nc1ccc(NC(=O)CCSSCCN)cn1,1,145,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M12,,13
917097,,CN(C)CCSSCCNC(=O)CNC(=O)c1ccccc1,1,251,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,D04,,13
917198,,CN(C)CCSSCCCNC(=O)c1ccc2[nH]nnc2c1,1,352,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,G05,,13
957831,,CN(C)CCSSCCn1cc(nn1)C(C)(C)NC(=O)c2cc(Cl)cc(Cl)c2,1,1351,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O03,,13
967216,,CN(C)CCSSCCNC(=O)c1ccc(O)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K07,,13
994517,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(ccc2O)c3ccc(F)c(F)c3,1,DT95-606b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,L21,,13
994839,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCCCOCC(F)(F)F,1,DT95-captopril-H12,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,P17,,13
917186,,CN(C)CCSSCCCNC(=O)c1c(C)onc1c2ccccc2,1,340,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C21,,12.9
917338,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2cc(F)c(F)cc2Br,1,493,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D07,,12.9
917976,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2oc(Br)cc2,1,1213,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D08,,12.9
994836,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC3(CCCCC3)CC2,1,DT95-captopril-H09,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,J17,,12.9
916894,,NCCSSCCNC(=O)c1cc(F)c(F)c(F)c1,1,47,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I15,,12.8
916917,,CC(=O)Nc1ccc(cc1)S(=O)(=O)NCCSSCCN,1,70,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M21,,12.8
916969,,NCCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(Br)ccc2F,1,122,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I06,,12.8
916978,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc3cc(F)ccc3[nH]2,1,132,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,K06,,12.8
916990,,COc1ccc(OC)c(CNC(=O)CCSSCCN)c1,1,144,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M10,,12.8
917203,,CC(C)c1ccc(C)c(C(=O)NCCCSSCCN(C)C)c1O,1,357,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,G15,,12.8
917214,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2c(F)cccc2F,1,368,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I17,,12.8
917858,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccccc2Cc3ccccc3,1,1031,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O03,,12.8
917916,,CC(C)C(N1Cc2ccccc2C1=O)C(=O)NCCSSCCN(C)C,1,1144,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F09,,12.8
957810,,CC(C(=O)NCCCSSCCN(C)C)c1cccc(c1)C(=O)c2ccccc2,1,1330,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I21,,12.8
966865,,CN(C)CCSSCCCn1cc(CN2C(=O)C(=O)c3ccccc23)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P15,,12.8
994784,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2cnccn2,1,DT95-captopril-B04,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,B05,,12.8
916899,,NCCSSCCNC(=O)Cc1ccc(Cl)cc1,1,52,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,K05,,12.7
917221,,COc1ccc(C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)c(O)c1,1,375,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K11,,12.7
917250,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)CSc2ccncc2,1,404,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A10,,12.7
917144,,CN(C)CCSSCCNC(=O)c1ccc(F)c(F)c1,2,715,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,O11,,12.7
917653,,CN(C)CCSSCCCNC(=O)c1cc(ccc1O)c2ccc(F)cc2F,1,852,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L05,,12.7
917773,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(Cl)cc(Cl)c2N,1,940,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L22,,12.7
917795,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccccc2OCc3ccccc3,1,962,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A05,,12.7
917842,,COc1cc2cc([nH]c2cc1OC)C(=O)N3CCC(CC3)C(=O)NCCSSCCN(C)C,1,1013,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,K07,,12.7
917911,,CN(C)CCSSCCNC(=O)c1ncccc1Br,1,1138,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D17,,12.7
917980,,COc1ccccc1C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,1217,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D16,,12.7
967208,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2cc(Cl)c(O)c(Cl)c2,1,DT95-313,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G03,,12.7
993910,,CC(C)O[C@H]1CN(C[C@@H]1C(=O)NCCSSCCN(C)C)C(=O)c2cc(Cl)c(O)c(Cl)c2,1,DT95-505-47,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O08,,12.7
917262,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cccc(OC(=O)C)c2,1,417,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C16,,12.6
917263,,COc1ccc(Cl)cc1C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,418,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C18,,12.6
917400,,COc1ncccc1C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccccn2,1,555,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P11,,12.6
960060,,CN(C)CCSSCCN(C)C(=O)c1ccc(cc1)N(C)C(=O)OC(C)(C)C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M20,,"12.6, 2.9, 15.1"
966784,,CN(C)CCSSCCCn1cc(nn1)c2cccc(NC(=O)C)c2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,D21,,12.6
993803,,COc1cccc(c1)[C@H]2C[C@@H](CN(C2)S(=O)(=O)c3cc(Cl)c(O)c(Cl)c3)C(=O)NCCSSCCN(C)C,1,DT95-480-37,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A07,,12.6
994800,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NC2CCOCC2,1,DT95-captopril-D05,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,B09,,12.6
994808,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC3(CC2)OCCO3,1,DT95-captopril-E02,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,B11,,12.6
994809,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCCCN2CCCC2=O,1,DT95-captopril-E03,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D11,,12.6
917012,,CN(C)CCSSCCC(=O)Nc1ccc(C)c(F)c1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,B13,,12.6
916996,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(F)c(F)cc2Br,1,150,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M22,,12.5
917591,,CN(C)CCSSCCNC(=O)C(CO)NC(=O)OCc1ccccc1,2,1070,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,E22,,12.5
917995,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(Oc3ccc(O)cc3)cc2,1,1233,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H08,,12.5
960014,,CN(C)CCSSCCN(C)C(=O)c1ccccn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E08,,12.5
966855,,CN(C)CCSSCCn1cc(COc2ccc(cc2)C(=O)O)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N11,,12.5
967061,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(Cl)cc(Cl)c2,1,DT95-273-8,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K17,,12.5
916886,,NCCSSCCNC(=O)c1oncc1c2ccccc2,1,39,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,G19,,12.4
917096,,COc1ccc(cc1OC)C(=O)NCCSSCCN(C)C,2,709,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,M19,,12.4
917606,,COc1ccc(OC(F)(F)F)cc1C(=O)NCCSSCCN(C)C,1,742,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,E06,,12.4
917764,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)Cc2ccccc2OCc3ccccc3,1,931,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L04,,12.4
917957,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C2CCC(=O)N2Cc3ccc(F)cc3,1,1193,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,P07,,12.4
918009,,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,1247,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J16,,12.4
960049,,COc1cc(CC(=O)N(C)CCSSCCN(C)C)cc(OC)c1OC,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K18,,12.4
994833,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC3(CCCC3)CC2,1,DT95-captopril-H05,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D17,,12.4
917884,,CN(C)CCSSCCNC(=O)C(C)(C)Oc1ccc(Cl)cc1,2,Lot 2,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,M12,,12.4
916913,,NCCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(F)c(F)c(F)c2,1,66,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M13,,12.3
917278,,COc1ccc(C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C)c(OC)c1,1,433,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,G08,,12.3
917363,,COc1ccc(OC)c(c1)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,518,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H17,,12.3
917638,,COc1ccc(C(=O)NCCCSSCCN(C)C)c(OC)c1OC,1,760,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,G22,,12.3
917659,,CN(C)CCSSCCCNC(=O)c1cc(Cl)cc(Cl)c1N,1,817,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,D15,,12.3
917670,,CN(C)CCSSCCCNC(=O)c1ccccc1OCc2ccccc2,1,873,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,P07,,12.3
917568,,CN(C)CCSSCCNC(=O)CN(C)S(=O)(=O)c1ccc(C)cc1,2,1040,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O21,,12.3
917906,,CN(C)CCSSCCNC(=O)c1cc2ccccc2s1,1,1132,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D05,,12.3
966908,,CN(C)CCSSCCNC(=O)CCc1occc1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,B08,,12.3
917573,,CC(C)CC(NC(=O)c1ccccc1)C(=O)NCCSSCCN(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A12,,12.3
917544,,CN(C)CCSSCCNC(=O)C1=Cc2c(Cl)cccc2OC1,1,699,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,K19,,12.2
917552,,CN(C)CCSSCCNC(=O)CC1OC(=O)c2ccccc12,1,707,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,M15,,12.2
917701,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(Cl)cc(Cl)c2N,1,829,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F19,,12.2
918006,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)CCC(=O)c2ccccn2,1,1244,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J10,,12.2
918018,,COc1ccc(OCC(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)cc1,1,1256,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,L14,,12.2
957800,,CN(C)CCSSCCCNC(=O)c1cccc(c1)c2ncccn2,1,1320,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,G21,,12.2
957837,,CN(C)CCSSCCn1cc(nn1)c2ccc(Cl)cc2,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N03,,12.2
966969,,CN(C)CCSSCCCNC(=O)CC(C)(C)C,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P08,,12.2
917594,,CC(C(=O)NCCSSCCN(C)C)c1ccc(cc1)C(=O)c2cccs2,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G08,,12.2
916949,,COc1ccc(\C=C\C(=O)NCCCSSCCN)cc1Cl,1,102,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E06,,12.1
916962,,NCCSSCCNC(=O)C1CCN(CC1)C(=O)Cc2c(Cl)cccc2Cl,1,115,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,G12,,12.1
917142,,COc1ccc(OC)c(c1)C(=O)NCCSSCCN(C)C,1,296,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,L14,,12.1
917217,,COc1ccc(C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)c(OC)c1,1,371,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K03,,12.1
917273,,COc1ccc(OC)c(c1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,428,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E18,,12.1
917541,,CN(C)CCSSCCNC(=O)CNC(=O)c1ccc(C)cc1,1,696,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,K13,,12.1
917831,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)CN(C)S(=O)(=O)c2ccc(C)cc2,1,1001,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,I03,,12.1
957803,,CCOc1cc(cc(OCC)c1OCC)C(=O)NCCCSSCCN(C)C,1,1323,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I07,,12.1
957833,,COc1ccc(cc1)c2cn(CCSSCCN(C)C)nn2,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P03,,12.1
993878,,CCO[C@H]1CN(C[C@@H]1C(=O)NCCSSCCN(C)C)C(=O)c2cc(Cl)c(O)c(Cl)c2,1,DT95-499-16,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M07,,12.1
994399,,CN(C)CCSSCCC(=O)NC1CCN(CC1)C(=O)COc2ccc(Br)cc2,1,DT95-552A,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K08,,12.1
916854,,CN(C)CCSSCCC(=O)N1CCN(CC1)c2ccc(Cl)c(Cl)c2,1,7,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A15,,12
916906,,CCOc1ccc(OCC)c(c1)C(=O)NCCSSCCN,1,59,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,K19,,12
917353,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2cccc(O)c2,1,508,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F17,,12
917706,,C[C@H](NC(=O)OCc1ccccc1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,820,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,D21,,12
917945,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccc(F)cc2,1,1181,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N03,,12
918027,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cccc(F)c2,1,1265,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N12,,12
993923,,C[C@@H]1CN(C[C@H](O1)C(=O)NCCSSCCN(C)C)C(=O)c2ccc3[nH]nnc3c2,1,DT95-507b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O06,,12
994793,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2nc3ccccc3[nH]2,1,DT95-captopril-C09,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D07,,12
916880,,NCCSSCCNC(=O)c1cc(Br)ccc1F,1,33,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,G07,,11.9
916936,,NCCSSCCCNC(=O)c1oc(cc1)c2ccc(Cl)cc2,1,89,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A20,,11.9
917233,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(Oc3ccccc3)cc2,2,925,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J12,,11.9
917582,,C[C@@H](N(C)C(=O)OCc1ccccc1)C(=O)NCCSSCCN(C)C,2,1055,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C12,,11.9
917985,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)O,1,1222,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F06,,"11.9, 2.3, 6"
960062,,CN(C)CCSSCCN(C)C(=O)c1ccc(NS(=O)(=O)C)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O04,,11.9
